Assignment,Activities,Date,Time,Action
131333,Fall 24 DDM MS Form B,05/13/2025,08:54:47.910,Page 11 Loaded
131333,Fall 24 DDM MS Form B,05/13/2025,08:56:35.906,Page next clicked on page 11
131333,Fall 24 DDM MS Form B,05/13/2025,08:56:36.693,Page 12 Loaded
131333,Fall 24 DDM MS Form B,05/13/2025,09:02:43.732,Page next clicked on page 12
131333,Fall 24 DDM MS Form B,05/13/2025,09:02:44.613,Page 13 Loaded
131333,Fall 24 DDM MS Form B,05/13/2025,09:03:31.641,Page next clicked on page 13
131333,Fall 24 DDM MS Form B,05/13/2025,09:03:32.470,Page 14 Loaded
131333,Fall 24 DDM MS Form B,05/13/2025,09:05:18.802,Page next clicked on page 14
131333,Fall 24 DDM MS Form B,05/13/2025,09:05:20.715,Page 15 Loaded
131333,Fall 24 DDM MS Form B,05/13/2025,09:06:29.663,Page next clicked on page 15
131333,Fall 24 DDM MS Form B,05/13/2025,09:06:30.418,Page 16 Loaded
131333,Fall 24 DDM MS Form B,05/13/2025,09:06:41.347,Page next clicked on page 16
131333,Fall 24 DDM MS Form B,05/13/2025,09:06:42.152,Page 17 Loaded
131333,Fall 24 DDM MS Form B,05/13/2025,09:07:39.407,Page next clicked on page 17
131333,Fall 24 DDM MS Form B,05/13/2025,09:07:42.335,Page 18 Loaded
131333,Fall 24 DDM MS Form B,05/13/2025,09:07:54.366,Page next clicked on page 18
131333,Fall 24 DDM MS Form B,05/13/2025,09:07:58.387,End activity Spring 2025 MS DDM Administration
131372,Fall24 DDM MS Form Ar,05/13/2025,07:13:28.141,Begin activity Spring 2025 MS DDM Administration
131372,Fall24 DDM MS Form Ar,05/13/2025,07:13:28.742,Page 1 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:13:33.839,Page next clicked on page 1
131372,Fall24 DDM MS Form Ar,05/13/2025,07:13:34.610,Page 2 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:13:53.629,Page next clicked on page 2
131372,Fall24 DDM MS Form Ar,05/13/2025,07:13:54.760,Page 3 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:15:18.028,Page next clicked on page 3
131372,Fall24 DDM MS Form Ar,05/13/2025,07:15:20.350,Page 5 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:16:12.673,Page next clicked on page 5
131372,Fall24 DDM MS Form Ar,05/13/2025,07:16:14.358,Page 6 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:16:21.336,Page next clicked on page 6
131372,Fall24 DDM MS Form Ar,05/13/2025,07:16:22.077,Page 7 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:17:19.494,Page next clicked on page 7
131372,Fall24 DDM MS Form Ar,05/13/2025,07:17:21.079,Page 8 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:18:10.436,Page next clicked on page 8
131372,Fall24 DDM MS Form Ar,05/13/2025,07:18:11.905,Page 9 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:19:17.333,Page next clicked on page 9
131372,Fall24 DDM MS Form Ar,05/13/2025,07:19:19.281,Page 10 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:19:58.679,Page next clicked on page 10
131372,Fall24 DDM MS Form Ar,05/13/2025,07:20:00.272,Page 11 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:20:21.029,Page next clicked on page 11
131372,Fall24 DDM MS Form Ar,05/13/2025,07:20:23.425,Page 12 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:21:59.292,Page next clicked on page 12
131372,Fall24 DDM MS Form Ar,05/13/2025,07:22:02.096,Page 13 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:22:35.678,Page next clicked on page 13
131372,Fall24 DDM MS Form Ar,05/13/2025,07:22:37.069,Page 14 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:23:20.499,Page next clicked on page 14
131372,Fall24 DDM MS Form Ar,05/13/2025,07:23:21.781,Page 15 Loaded
131372,Fall24 DDM MS Form Ar,05/13/2025,07:24:07.851,Page next clicked on page 15
131372,Fall24 DDM MS Form Ar,05/13/2025,07:24:12.738,End activity Spring 2025 MS DDM Administration
131327,Fall 24 DDM MS Form Br,05/13/2025,08:44:26.457,Begin activity Spring 2025 MS DDM Administration
131327,Fall 24 DDM MS Form Br,05/13/2025,08:44:27.181,Page 1 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,08:50:29.113,Page next clicked on page 1
131327,Fall 24 DDM MS Form Br,05/13/2025,08:50:30.164,Page 2 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,08:51:27.077,Page next clicked on page 2
131327,Fall 24 DDM MS Form Br,05/13/2025,08:51:28.186,Page 3 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,08:52:26.424,Page next clicked on page 3
131327,Fall 24 DDM MS Form Br,05/13/2025,08:52:28.493,Page 5 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,08:53:11.938,Page next clicked on page 5
131327,Fall 24 DDM MS Form Br,05/13/2025,08:53:13.606,Page 6 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,08:53:18.831,Page next clicked on page 6
131327,Fall 24 DDM MS Form Br,05/13/2025,08:53:19.483,Page 7 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,08:55:20.110,Page next clicked on page 7
131327,Fall 24 DDM MS Form Br,05/13/2025,08:55:21.626,Page 8 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,08:56:31.920,Page next clicked on page 8
131327,Fall 24 DDM MS Form Br,05/13/2025,08:56:33.495,Page 9 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,08:58:10.887,Page next clicked on page 9
131327,Fall 24 DDM MS Form Br,05/13/2025,08:58:12.161,Page 10 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,08:58:42.821,Page next clicked on page 10
131327,Fall 24 DDM MS Form Br,05/13/2025,08:58:44.113,Page 11 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,09:00:26.588,Page next clicked on page 11
131327,Fall 24 DDM MS Form Br,05/13/2025,09:00:29.257,Page 12 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,09:02:52.388,Page next clicked on page 12
131327,Fall 24 DDM MS Form Br,05/13/2025,09:02:53.925,Page 13 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,09:03:24.736,Page next clicked on page 13
131327,Fall 24 DDM MS Form Br,05/13/2025,09:03:26.179,Page 14 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,09:04:10.184,Page next clicked on page 14
131327,Fall 24 DDM MS Form Br,05/13/2025,09:04:11.749,Page 15 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,09:06:33.745,Page next clicked on page 15
131327,Fall 24 DDM MS Form Br,05/13/2025,09:06:35.406,Page 16 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,09:07:24.013,Page next clicked on page 16
131327,Fall 24 DDM MS Form Br,05/13/2025,09:07:25.335,Page 17 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,09:08:05.850,Page next clicked on page 17
131327,Fall 24 DDM MS Form Br,05/13/2025,09:08:07.234,Page 18 Loaded
131327,Fall 24 DDM MS Form Br,05/13/2025,09:08:41.500,Page next clicked on page 18
131327,Fall 24 DDM MS Form Br,05/13/2025,09:08:45.573,End activity Spring 2025 MS DDM Administration
131328,Fall24 DDM MS Form Ar,05/13/2025,08:44:10.592,Begin activity Spring 2025 MS DDM Administration
131328,Fall24 DDM MS Form Ar,05/13/2025,08:44:11.275,Page 1 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:44:44.231,Page 1 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:47:19.985,Continue activity Spring 2025 MS DDM Administration
131328,Fall24 DDM MS Form Ar,05/13/2025,08:47:20.437,Page 1 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:47:33.679,Page next clicked on page 1
131328,Fall24 DDM MS Form Ar,05/13/2025,08:47:34.374,Page 2 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:47:41.950,Page next clicked on page 2
131328,Fall24 DDM MS Form Ar,05/13/2025,08:47:42.999,Page 3 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:48:47.225,Page next clicked on page 3
131328,Fall24 DDM MS Form Ar,05/13/2025,08:48:49.082,Page 5 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:49:14.852,Page next clicked on page 5
131328,Fall24 DDM MS Form Ar,05/13/2025,08:49:16.543,Page 6 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:49:21.320,Page next clicked on page 6
131328,Fall24 DDM MS Form Ar,05/13/2025,08:49:21.867,Page 7 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:50:02.940,Page next clicked on page 7
131328,Fall24 DDM MS Form Ar,05/13/2025,08:50:04.574,Page 8 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:50:38.766,Page next clicked on page 8
131328,Fall24 DDM MS Form Ar,05/13/2025,08:50:39.637,Page 9 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:52:47.772,Page next clicked on page 9
131328,Fall24 DDM MS Form Ar,05/13/2025,08:52:48.897,Page 10 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:58:49.383,Page next clicked on page 10
131328,Fall24 DDM MS Form Ar,05/13/2025,08:58:50.311,Page 11 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,08:59:03.770,Page next clicked on page 11
131328,Fall24 DDM MS Form Ar,05/13/2025,08:59:04.865,Page 12 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,09:00:54.999,Page next clicked on page 12
131328,Fall24 DDM MS Form Ar,05/13/2025,09:00:57.452,Page 13 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,09:03:03.699,Page next clicked on page 13
131328,Fall24 DDM MS Form Ar,05/13/2025,09:03:04.715,Page 14 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,09:03:20.959,Page next clicked on page 14
131328,Fall24 DDM MS Form Ar,05/13/2025,09:03:21.907,Page 15 Loaded
131328,Fall24 DDM MS Form Ar,05/13/2025,09:04:14.790,Page next clicked on page 15
131328,Fall24 DDM MS Form Ar,05/13/2025,09:04:19.864,End activity Spring 2025 MS DDM Administration
131316,Fall24 DDM MS Form Ar,05/13/2025,09:39:37.441,Begin activity Spring 2025 MS DDM Administration
131316,Fall24 DDM MS Form Ar,05/13/2025,09:39:38.289,Page 1 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:39:58.290,Page next clicked on page 1
131316,Fall24 DDM MS Form Ar,05/13/2025,09:39:59.314,Page 2 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:40:17.363,Page next clicked on page 2
131316,Fall24 DDM MS Form Ar,05/13/2025,09:40:19.320,Page 3 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:42:44.987,Page next clicked on page 3
131316,Fall24 DDM MS Form Ar,05/13/2025,09:42:47.701,Page 5 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:43:34.454,Page next clicked on page 5
131316,Fall24 DDM MS Form Ar,05/13/2025,09:43:39.305,Page 6 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:43:51.041,Page next clicked on page 6
131316,Fall24 DDM MS Form Ar,05/13/2025,09:43:52.393,Page 7 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:44:33.343,Page next clicked on page 7
131316,Fall24 DDM MS Form Ar,05/13/2025,09:44:35.211,Page 8 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:44:45.361,Page next clicked on page 8
131316,Fall24 DDM MS Form Ar,05/13/2025,09:44:46.764,Page 9 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:48:12.037,Page next clicked on page 9
131316,Fall24 DDM MS Form Ar,05/13/2025,09:48:14.477,Page 10 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:49:03.180,Page next clicked on page 10
131316,Fall24 DDM MS Form Ar,05/13/2025,09:49:04.907,Page 11 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:49:47.333,Page next clicked on page 11
131316,Fall24 DDM MS Form Ar,05/13/2025,09:49:48.742,Page 12 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:52:03.764,Page next clicked on page 12
131316,Fall24 DDM MS Form Ar,05/13/2025,09:52:07.217,Page 13 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:52:07.535,Page next clicked on page 13
131316,Fall24 DDM MS Form Ar,05/13/2025,09:52:08.074,Missing answers
131316,Fall24 DDM MS Form Ar,05/13/2025,09:52:22.130,Page next clicked on page 13
131316,Fall24 DDM MS Form Ar,05/13/2025,09:52:23.152,Page 14 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:52:25.642,Page next clicked on page 14
131316,Fall24 DDM MS Form Ar,05/13/2025,09:52:26.404,Page 15 Loaded
131316,Fall24 DDM MS Form Ar,05/13/2025,09:53:45.960,Page next clicked on page 15
131316,Fall24 DDM MS Form Ar,05/13/2025,09:53:50.351,End activity Spring 2025 MS DDM Administration
131331,Fall24 DDM MS Form Ar,05/13/2025,08:44:43.970,Begin activity Spring 2025 MS DDM Administration
131331,Fall24 DDM MS Form Ar,05/13/2025,08:44:47.382,Page 1 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,08:45:22.507,Page next clicked on page 1
131331,Fall24 DDM MS Form Ar,05/13/2025,08:45:26.609,Page 2 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,08:47:40.475,Page next clicked on page 2
131331,Fall24 DDM MS Form Ar,05/13/2025,08:47:44.520,Page 3 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,08:49:04.352,Page next clicked on page 3
131331,Fall24 DDM MS Form Ar,05/13/2025,08:49:07.446,Page 5 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,08:49:43.446,Page next clicked on page 5
131331,Fall24 DDM MS Form Ar,05/13/2025,08:49:45.513,Page 6 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,08:49:51.008,Page next clicked on page 6
131331,Fall24 DDM MS Form Ar,05/13/2025,08:49:52.331,Page 7 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,08:50:26.200,Page next clicked on page 7
131331,Fall24 DDM MS Form Ar,05/13/2025,08:50:27.820,Page 8 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,08:51:51.151,Page next clicked on page 8
131331,Fall24 DDM MS Form Ar,05/13/2025,08:51:53.957,Page 9 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,08:58:34.195,Page next clicked on page 9
131331,Fall24 DDM MS Form Ar,05/13/2025,08:58:36.412,Page 10 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,08:59:07.458,Page next clicked on page 10
131331,Fall24 DDM MS Form Ar,05/13/2025,08:59:08.900,Page 11 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,09:00:18.500,Page next clicked on page 11
131331,Fall24 DDM MS Form Ar,05/13/2025,09:00:20.150,Page 12 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,09:02:36.015,Page next clicked on page 12
131331,Fall24 DDM MS Form Ar,05/13/2025,09:02:38.430,Page 13 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,09:03:10.818,Page next clicked on page 13
131331,Fall24 DDM MS Form Ar,05/13/2025,09:03:12.146,Page 14 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,09:03:43.902,Page next clicked on page 14
131331,Fall24 DDM MS Form Ar,05/13/2025,09:03:45.770,Page 15 Loaded
131331,Fall24 DDM MS Form Ar,05/13/2025,09:04:40.562,Page next clicked on page 15
131331,Fall24 DDM MS Form Ar,05/13/2025,09:04:44.791,End activity Spring 2025 MS DDM Administration
131326,Fall 24 DDM MS Form B,05/13/2025,08:48:32.354,Begin activity Spring 2025 MS DDM Administration
131326,Fall 24 DDM MS Form B,05/13/2025,08:48:32.865,Page 1 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:48:39.960,Page 1 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:48:42.700,Page next clicked on page 1
131326,Fall 24 DDM MS Form B,05/13/2025,08:48:43.390,Page 2 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:48:46.113,Page next clicked on page 2
131326,Fall 24 DDM MS Form B,05/13/2025,08:48:46.320,Missing answers
131326,Fall 24 DDM MS Form B,05/13/2025,08:48:56.561,Page next clicked on page 2
131326,Fall 24 DDM MS Form B,05/13/2025,08:48:57.481,Page 3 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:49:50.297,Page next clicked on page 3
131326,Fall 24 DDM MS Form B,05/13/2025,08:49:52.430,Page 5 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:50:18.932,Page next clicked on page 5
131326,Fall 24 DDM MS Form B,05/13/2025,08:50:20.590,Page 6 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:50:38.650,Page next clicked on page 6
131326,Fall 24 DDM MS Form B,05/13/2025,08:50:39.284,Page 7 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:50:57.812,Page next clicked on page 7
131326,Fall 24 DDM MS Form B,05/13/2025,08:50:58.982,Page 8 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:51:26.725,Page next clicked on page 8
131326,Fall 24 DDM MS Form B,05/13/2025,08:51:27.918,Page 9 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:51:48.210,Page next clicked on page 9
131326,Fall 24 DDM MS Form B,05/13/2025,08:51:49.285,Page 10 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:52:41.163,Page next clicked on page 10
131326,Fall 24 DDM MS Form B,05/13/2025,08:52:42.120,Page 11 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:53:11.326,Page next clicked on page 11
131326,Fall 24 DDM MS Form B,05/13/2025,08:53:12.456,Page 12 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:53:12.631,Page next clicked on page 12
131326,Fall 24 DDM MS Form B,05/13/2025,08:53:13.059,Missing answers
131326,Fall 24 DDM MS Form B,05/13/2025,08:56:40.216,Page next clicked on page 12
131326,Fall 24 DDM MS Form B,05/13/2025,08:56:41.355,Page 13 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:57:02.289,Page next clicked on page 13
131326,Fall 24 DDM MS Form B,05/13/2025,08:57:03.090,Missing answers
131326,Fall 24 DDM MS Form B,05/13/2025,08:57:14.923,Page next clicked on page 13
131326,Fall 24 DDM MS Form B,05/13/2025,08:57:15.933,Page 14 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:58:27.947,Page next clicked on page 14
131326,Fall 24 DDM MS Form B,05/13/2025,08:58:30.398,Page 15 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:58:49.752,Page next clicked on page 15
131326,Fall 24 DDM MS Form B,05/13/2025,08:58:50.837,Page 16 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:59:02.140,Page next clicked on page 16
131326,Fall 24 DDM MS Form B,05/13/2025,08:59:04.190,Page 17 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:59:26.350,Page next clicked on page 17
131326,Fall 24 DDM MS Form B,05/13/2025,08:59:27.275,Page 18 Loaded
131326,Fall 24 DDM MS Form B,05/13/2025,08:59:30.087,Page next clicked on page 18
131326,Fall 24 DDM MS Form B,05/13/2025,08:59:30.496,Missing answers
131326,Fall 24 DDM MS Form B,05/13/2025,08:59:45.337,Page next clicked on page 18
131326,Fall 24 DDM MS Form B,05/13/2025,08:59:51.623,End activity Spring 2025 MS DDM Administration
131334,Fall24 DDM MS Form A,05/13/2025,08:44:34.844,Begin activity Spring 2025 MS DDM Administration
131334,Fall24 DDM MS Form A,05/13/2025,08:44:35.485,Page 1 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:47:34.343,Page next clicked on page 1
131334,Fall24 DDM MS Form A,05/13/2025,08:47:35.413,Page 2 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:47:58.315,Page next clicked on page 2
131334,Fall24 DDM MS Form A,05/13/2025,08:47:59.372,Page 3 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:48:39.052,Page next clicked on page 3
131334,Fall24 DDM MS Form A,05/13/2025,08:48:40.986,Page 5 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:49:11.287,Page next clicked on page 5
131334,Fall24 DDM MS Form A,05/13/2025,08:49:12.869,Page 6 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:49:17.959,Page next clicked on page 6
131334,Fall24 DDM MS Form A,05/13/2025,08:49:18.915,Page 7 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:51:02.190,Page next clicked on page 7
131334,Fall24 DDM MS Form A,05/13/2025,08:51:05.924,Page 8 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:52:40.169,Page next clicked on page 8
131334,Fall24 DDM MS Form A,05/13/2025,08:52:43.082,Page 9 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:52:56.470,Page next clicked on page 9
131334,Fall24 DDM MS Form A,05/13/2025,08:52:57.607,Page 10 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:53:09.674,Page next clicked on page 10
131334,Fall24 DDM MS Form A,05/13/2025,08:53:10.722,Page 11 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:55:19.537,Page next clicked on page 11
131334,Fall24 DDM MS Form A,05/13/2025,08:55:21.163,Page 12 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:56:45.270,Page next clicked on page 12
131334,Fall24 DDM MS Form A,05/13/2025,08:56:46.579,Page 13 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:57:18.180,Page next clicked on page 13
131334,Fall24 DDM MS Form A,05/13/2025,08:57:19.610,Page 14 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:57:37.933,Page next clicked on page 14
131334,Fall24 DDM MS Form A,05/13/2025,08:57:39.115,Page 15 Loaded
131334,Fall24 DDM MS Form A,05/13/2025,08:57:58.242,Page next clicked on page 15
131334,Fall24 DDM MS Form A,05/13/2025,08:58:04.771,End activity Spring 2025 MS DDM Administration
134398,Fall24 DDM MS Form A,05/08/2025,06:23:34.072,Begin activity Spring 2025 MS DDM Administration
134398,Fall24 DDM MS Form A,05/08/2025,06:23:34.961,Page 1 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:23:39.902,Page next clicked on page 1
134398,Fall24 DDM MS Form A,05/08/2025,06:23:40.930,Page 2 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:23:42.282,Page next clicked on page 2
134398,Fall24 DDM MS Form A,05/08/2025,06:23:42.479,Missing answers
134398,Fall24 DDM MS Form A,05/08/2025,06:23:52.006,Page next clicked on page 2
134398,Fall24 DDM MS Form A,05/08/2025,06:23:52.915,Page 3 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:24:12.916,Page next clicked on page 3
134398,Fall24 DDM MS Form A,05/08/2025,06:24:13.931,Missing answers
134398,Fall24 DDM MS Form A,05/08/2025,06:24:29.618,Page next clicked on page 3
134398,Fall24 DDM MS Form A,05/08/2025,06:24:31.717,Page 5 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:24:38.338,Wrong page
134398,Fall24 DDM MS Form A,05/08/2025,06:24:38.760,Page 3 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:24:41.582,Page 5 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:25:40.614,Page next clicked on page 5
134398,Fall24 DDM MS Form A,05/08/2025,06:25:41.902,Page 6 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:25:43.936,Page next clicked on page 6
134398,Fall24 DDM MS Form A,05/08/2025,06:25:44.548,Page 7 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:26:23.947,Page next clicked on page 7
134398,Fall24 DDM MS Form A,05/08/2025,06:26:26.050,Page 8 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:27:08.152,Page next clicked on page 8
134398,Fall24 DDM MS Form A,05/08/2025,06:27:10.371,Page 9 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:27:13.710,Page next clicked on page 9
134398,Fall24 DDM MS Form A,05/08/2025,06:27:14.799,Page 10 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:27:16.997,Page next clicked on page 10
134398,Fall24 DDM MS Form A,05/08/2025,06:27:17.579,Page 11 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:27:28.873,Page next clicked on page 11
134398,Fall24 DDM MS Form A,05/08/2025,06:27:30.029,Page 12 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:27:34.035,Page next clicked on page 12
134398,Fall24 DDM MS Form A,05/08/2025,06:27:34.924,Page 13 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:27:38.179,Page next clicked on page 13
134398,Fall24 DDM MS Form A,05/08/2025,06:27:39.132,Page 14 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:27:42.571,Page next clicked on page 14
134398,Fall24 DDM MS Form A,05/08/2025,06:27:43.511,Page 15 Loaded
134398,Fall24 DDM MS Form A,05/08/2025,06:27:46.362,Page next clicked on page 15
134398,Fall24 DDM MS Form A,05/08/2025,06:27:50.365,End activity Spring 2025 MS DDM Administration
134406,Fall24 DDM MS Form A,05/08/2025,06:24:15.073,Begin activity Spring 2025 MS DDM Administration
134406,Fall24 DDM MS Form A,05/08/2025,06:24:15.659,Page 1 Loaded
134406,Fall24 DDM MS Form A,05/08/2025,06:24:21.271,Page next clicked on page 1
134406,Fall24 DDM MS Form A,05/08/2025,06:24:22.059,Page 2 Loaded
134406,Fall24 DDM MS Form A,05/08/2025,06:24:23.010,Page next clicked on page 2
134406,Fall24 DDM MS Form A,05/08/2025,06:24:23.212,Missing answers
134406,Fall24 DDM MS Form A,05/08/2025,06:24:39.400,Page next clicked on page 2
134406,Fall24 DDM MS Form A,05/08/2025,06:24:40.275,Page 3 Loaded
134406,Fall24 DDM MS Form A,05/08/2025,06:25:32.835,Page next clicked on page 3
134406,Fall24 DDM MS Form A,05/08/2025,06:25:34.791,Page 5 Loaded
134406,Fall24 DDM MS Form A,05/08/2025,06:26:24.387,Page next clicked on page 5
134406,Fall24 DDM MS Form A,05/08/2025,06:26:25.702,Page 6 Loaded
134406,Fall24 DDM MS Form A,05/08/2025,06:26:34.967,Page next clicked on page 6
134406,Fall24 DDM MS Form A,05/08/2025,06:26:35.615,Page 7 Loaded
134406,Fall24 DDM MS Form A,05/08/2025,06:28:25.765,Page next clicked on page 7
134406,Fall24 DDM MS Form A,05/08/2025,06:28:27.844,Page 8 Loaded
134406,Fall24 DDM MS Form A,05/08/2025,06:29:46.190,Page next clicked on page 8
134406,Fall24 DDM MS Form A,05/08/2025,06:29:48.654,Page 9 Loaded
134406,Fall24 DDM MS Form A,05/08/2025,06:30:43.525,Page next clicked on page 9
134406,Fall24 DDM MS Form A,05/08/2025,06:30:44.550,Page 10 Loaded
134406,Fall24 DDM MS Form A,05/08/2025,06:31:04.191,Page next clicked on page 10
134406,Fall24 DDM MS Form A,05/08/2025,06:31:05.164,Page 11 Loaded
134406,Fall24 DDM MS Form A,05/08/2025,06:32:34.997,Page next clicked on page 11
134406,Fall24 DDM MS Form A,05/08/2025,06:32:36.273,Page 12 Loaded
134406,Fall24 DDM MS Form A,05/08/2025,06:33:18.420,Page next clicked on page 12
134406,Fall24 DDM MS Form A,05/08/2025,06:33:19.295,Page 13 Loaded
