Assignment,Activities,Date,Time,Action
131891,Spr 25 CoT Form B1r,05/21/2025,6:26:30,Page next clicked on page 25
131891,Spr 25 CoT Form B1r,05/21/2025,6:26:33,End activity Spring 2025 CoT HS Administration
131896,Spr 25 CoT Form A1,05/21/2025,6:23:50,Begin activity Spring 2025 CoT HS Administration
131896,Spr 25 CoT Form A1,05/21/2025,6:23:50,Page 1 Loaded
131896,Spr 25 CoT Form A1,05/21/2025,6:23:55,Page next clicked on page 1
131896,Spr 25 CoT Form A1,05/21/2025,6:23:56,Page 2 Loaded
131896,Spr 25 CoT Form A1,05/21/2025,6:23:58,Page next clicked on page 2
131896,Spr 25 CoT Form A1,05/21/2025,6:23:58,Missing answers
131896,Spr 25 CoT Form A1,05/21/2025,6:24:03,Page next clicked on page 2
131896,Spr 25 CoT Form A1,05/21/2025,6:24:04,Page 3 Loaded
131896,Spr 25 CoT Form A1,05/21/2025,6:24:25,Page next clicked on page 3
131896,Spr 25 CoT Form A1,05/21/2025,6:24:27,Page 4 Loaded
131896,Spr 25 CoT Form A1,05/21/2025,6:25:36,Page next clicked on page 4
131896,Spr 25 CoT Form A1,05/21/2025,6:25:40,Missing answers
131896,Spr 25 CoT Form A1,05/21/2025,6:25:43,Page next clicked on page 4
131896,Spr 25 CoT Form A1,05/21/2025,6:25:47,Page 5 Loaded
131896,Spr 25 CoT Form A1,05/21/2025,6:25:49,Page next clicked on page 5
131896,Spr 25 CoT Form A1,05/21/2025,6:25:50,Page 6 Loaded
131896,Spr 25 CoT Form A1,05/21/2025,6:27:36,Page next clicked on page 6
131896,Spr 25 CoT Form A1,05/21/2025,6:27:39,Page 7 Loaded
131896,Spr 25 CoT Form A1,05/21/2025,6:30:24,Pause activity Spring 2025 CoT HS Administration
131903,Spr 25 CoT Form B1r,05/21/2025,6:42:31,Begin activity Spring 2025 CoT HS Administration
131903,Spr 25 CoT Form B1r,05/21/2025,6:42:32,Page 1 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:42:33,Page next clicked on page 1
131903,Spr 25 CoT Form B1r,05/21/2025,6:42:34,Page 2 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:42:40,Page next clicked on page 2
131903,Spr 25 CoT Form B1r,05/21/2025,6:42:42,Page 3 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:43:22,Page next clicked on page 3
131903,Spr 25 CoT Form B1r,05/21/2025,6:43:25,Page 4 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:44:11,Page next clicked on page 4
131903,Spr 25 CoT Form B1r,05/21/2025,6:44:13,Missing answers
131903,Spr 25 CoT Form B1r,05/21/2025,6:44:24,Page next clicked on page 4
131903,Spr 25 CoT Form B1r,05/21/2025,6:44:28,Page 5 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:44:37,Page next clicked on page 5
131903,Spr 25 CoT Form B1r,05/21/2025,6:44:38,Page 6 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:44:43,Page next clicked on page 6
131903,Spr 25 CoT Form B1r,05/21/2025,6:44:45,Page 7 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:44:52,Page next clicked on page 7
131903,Spr 25 CoT Form B1r,05/21/2025,6:44:53,Page 8 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:45:01,Page next clicked on page 8
131903,Spr 25 CoT Form B1r,05/21/2025,6:45:03,Page 9 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:45:08,Page next clicked on page 9
131903,Spr 25 CoT Form B1r,05/21/2025,6:45:09,Page 10 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:45:52,Page next clicked on page 10
131903,Spr 25 CoT Form B1r,05/21/2025,6:45:54,Page 11 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:45:57,Page next clicked on page 11
131903,Spr 25 CoT Form B1r,05/21/2025,6:45:59,Page 13 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:46:12,Page next clicked on page 13
131903,Spr 25 CoT Form B1r,05/21/2025,6:46:14,Page 14 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:46:26,Page next clicked on page 14
131903,Spr 25 CoT Form B1r,05/21/2025,6:46:38,Page 15 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:46:44,Page next clicked on page 15
131903,Spr 25 CoT Form B1r,05/21/2025,6:46:46,Page 16 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:47:03,Page next clicked on page 16
131903,Spr 25 CoT Form B1r,05/21/2025,6:47:05,Page 17 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:47:09,Page next clicked on page 17
131903,Spr 25 CoT Form B1r,05/21/2025,6:47:10,Page 18 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:47:32,Page next clicked on page 18
131903,Spr 25 CoT Form B1r,05/21/2025,6:47:35,Page 19 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:07,Page next clicked on page 19
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:09,Missing answers
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:16,Page next clicked on page 19
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:19,Page 20 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:26,Page next clicked on page 20
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:27,Missing answers
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:36,Page next clicked on page 20
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:38,Page 21 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:43,Page next clicked on page 21
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:44,Page 22 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:49,Page next clicked on page 22
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:50,Page 23 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:56,Page next clicked on page 23
131903,Spr 25 CoT Form B1r,05/21/2025,6:48:58,Page 24 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:49:10,Page next clicked on page 24
131903,Spr 25 CoT Form B1r,05/21/2025,6:49:12,Page 25 Loaded
131903,Spr 25 CoT Form B1r,05/21/2025,6:49:17,Page next clicked on page 25
131903,Spr 25 CoT Form B1r,05/21/2025,6:49:21,End activity Spring 2025 CoT HS Administration
131763,Spr 25 CoT Form B1r,05/21/2025,5:39:22,Begin activity Spring 2025 CoT HS Administration
131763,Spr 25 CoT Form B1r,05/21/2025,5:39:23,Page 1 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:39:44,Page next clicked on page 1
131763,Spr 25 CoT Form B1r,05/21/2025,5:39:45,Page 2 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:40:11,Page next clicked on page 2
131763,Spr 25 CoT Form B1r,05/21/2025,5:40:13,Page 3 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:40:46,Page next clicked on page 3
131763,Spr 25 CoT Form B1r,05/21/2025,5:40:50,Page 4 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:42:00,Page next clicked on page 4
131763,Spr 25 CoT Form B1r,05/21/2025,5:42:06,Missing answers
131763,Spr 25 CoT Form B1r,05/21/2025,5:42:17,Page next clicked on page 4
131763,Spr 25 CoT Form B1r,05/21/2025,5:42:23,Page 5 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:42:25,Page next clicked on page 5
131763,Spr 25 CoT Form B1r,05/21/2025,5:42:26,Page 6 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:44:42,Continue activity Spring 2025 CoT HS Administration
131763,Spr 25 CoT Form B1r,05/21/2025,5:44:43,Page 6 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:44:58,Page next clicked on page 6
131763,Spr 25 CoT Form B1r,05/21/2025,5:45:00,Page 7 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:48:03,Page next clicked on page 7
131763,Spr 25 CoT Form B1r,05/21/2025,5:48:05,Page 8 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:48:40,Page next clicked on page 8
131763,Spr 25 CoT Form B1r,05/21/2025,5:48:42,Page 9 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:48:43,Page next clicked on page 9
131763,Spr 25 CoT Form B1r,05/21/2025,5:48:44,Page 10 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:58:03,Continue activity Spring 2025 CoT HS Administration
131763,Spr 25 CoT Form B1r,05/21/2025,5:58:04,Page 10 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:58:10,Page next clicked on page 10
131763,Spr 25 CoT Form B1r,05/21/2025,5:58:12,Page 11 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:58:19,Page next clicked on page 11
131763,Spr 25 CoT Form B1r,05/21/2025,5:58:20,Page 12 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:59:47,Page next clicked on page 12
131763,Spr 25 CoT Form B1r,05/21/2025,5:59:51,Page 13 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,5:59:59,Page next clicked on page 13
131763,Spr 25 CoT Form B1r,05/21/2025,6:00:00,Missing answers
131763,Spr 25 CoT Form B1r,05/21/2025,6:00:07,Page next clicked on page 13
131763,Spr 25 CoT Form B1r,05/21/2025,6:00:11,Page 14 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:01:17,Page next clicked on page 14
131763,Spr 25 CoT Form B1r,05/21/2025,6:01:30,Page 15 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:01:35,Page next clicked on page 15
131763,Spr 25 CoT Form B1r,05/21/2025,6:01:36,Page 16 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:01:43,Page next clicked on page 16
131763,Spr 25 CoT Form B1r,05/21/2025,6:01:44,Missing answers
131763,Spr 25 CoT Form B1r,05/21/2025,6:01:52,Page next clicked on page 16
131763,Spr 25 CoT Form B1r,05/21/2025,6:01:55,Page 17 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:01:58,Page next clicked on page 17
131763,Spr 25 CoT Form B1r,05/21/2025,6:02:00,Page 18 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:02:16,Page next clicked on page 18
131763,Spr 25 CoT Form B1r,05/21/2025,6:02:19,Page 19 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:04,Page next clicked on page 19
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:09,Page 20 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:19,Page next clicked on page 20
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:21,Page 21 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:29,Page next clicked on page 21
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:30,Page 22 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:31,Page next clicked on page 22
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:32,Missing answers
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:39,Wrong page
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:39,Page 21 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:42,Page 22 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:48,Page next clicked on page 22
131763,Spr 25 CoT Form B1r,05/21/2025,6:03:49,Page 23 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:04:00,Page next clicked on page 23
131763,Spr 25 CoT Form B1r,05/21/2025,6:04:01,Page 24 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:04:12,Page next clicked on page 24
131763,Spr 25 CoT Form B1r,05/21/2025,6:04:15,Page 25 Loaded
131763,Spr 25 CoT Form B1r,05/21/2025,6:04:19,Page next clicked on page 25
131763,Spr 25 CoT Form B1r,05/21/2025,6:04:23,End activity Spring 2025 CoT HS Administration
134289,Spr 25 CoT Form B1,04/23/2025,12:44:30,Begin activity Spring 2025 CoT HS Administration
134289,Spr 25 CoT Form B1,04/23/2025,12:44:31,Page 1 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,12:44:40,Page next clicked on page 1
134289,Spr 25 CoT Form B1,04/23/2025,12:44:40,Page 2 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,12:45:11,Page next clicked on page 2
134289,Spr 25 CoT Form B1,04/23/2025,12:45:11,Page 3 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,12:47:26,Page next clicked on page 3
134289,Spr 25 CoT Form B1,04/23/2025,12:47:28,Page 4 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,12:49:17,Page next clicked on page 4
134289,Spr 25 CoT Form B1,04/23/2025,12:49:20,Missing answers
134289,Spr 25 CoT Form B1,04/23/2025,12:49:45,Page next clicked on page 4
134289,Spr 25 CoT Form B1,04/23/2025,12:49:48,Page 5 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,12:49:51,Page next clicked on page 5
134289,Spr 25 CoT Form B1,04/23/2025,12:49:51,Page 6 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,12:51:35,Page next clicked on page 6
134289,Spr 25 CoT Form B1,04/23/2025,12:51:37,Page 7 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,12:54:33,Page next clicked on page 7
134289,Spr 25 CoT Form B1,04/23/2025,12:54:34,Missing answers
134289,Spr 25 CoT Form B1,04/23/2025,12:55:24,Page next clicked on page 7
134289,Spr 25 CoT Form B1,04/23/2025,12:55:26,Page 8 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,12:56:19,Page next clicked on page 8
134289,Spr 25 CoT Form B1,04/23/2025,12:56:20,Page 9 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,12:57:30,Page next clicked on page 9
134289,Spr 25 CoT Form B1,04/23/2025,12:57:31,Page 10 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,12:59:38,Page next clicked on page 10
134289,Spr 25 CoT Form B1,04/23/2025,12:59:40,Page 11 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:00:31,Page next clicked on page 11
134289,Spr 25 CoT Form B1,04/23/2025,13:00:34,Page 12 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:02:22,Page next clicked on page 12
134289,Spr 25 CoT Form B1,04/23/2025,13:02:23,Page 13 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:03:55,Page next clicked on page 13
134289,Spr 25 CoT Form B1,04/23/2025,13:04:05,Page 14 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:05:05,Page next clicked on page 14
134289,Spr 25 CoT Form B1,04/23/2025,13:05:07,Page 15 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:07:09,Page next clicked on page 15
134289,Spr 25 CoT Form B1,04/23/2025,13:07:11,Page 16 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:07:30,Page next clicked on page 16
134289,Spr 25 CoT Form B1,04/23/2025,13:07:31,Page 17 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:08:33,Page next clicked on page 17
134289,Spr 25 CoT Form B1,04/23/2025,13:08:36,Page 18 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:10:01,Page next clicked on page 18
134289,Spr 25 CoT Form B1,04/23/2025,13:10:04,Page 19 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:11:42,Page next clicked on page 19
134289,Spr 25 CoT Form B1,04/23/2025,13:11:43,Page 20 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:12:16,Page next clicked on page 20
134289,Spr 25 CoT Form B1,04/23/2025,13:12:17,Page 22 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:14:20,Page next clicked on page 22
134289,Spr 25 CoT Form B1,04/23/2025,13:14:21,Page 23 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:17:22,Page next clicked on page 23
134289,Spr 25 CoT Form B1,04/23/2025,13:17:23,Page 24 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:17:43,Page next clicked on page 24
134289,Spr 25 CoT Form B1,04/23/2025,13:17:44,Page 25 Loaded
134289,Spr 25 CoT Form B1,04/23/2025,13:17:47,Page next clicked on page 25
134289,Spr 25 CoT Form B1,04/23/2025,13:17:50,End activity Spring 2025 CoT HS Administration
134290,Spr 25 CoT Form A1,04/23/2025,12:53:34,Begin activity Spring 2025 CoT HS Administration
134290,Spr 25 CoT Form A1,04/23/2025,12:53:42,Page 1 Loaded
134290,Spr 25 CoT Form A1,04/23/2025,12:54:33,Page next clicked on page 1
134290,Spr 25 CoT Form A1,04/23/2025,12:54:34,Page 2 Loaded
134290,Spr 25 CoT Form A1,04/23/2025,12:57:43,Page next clicked on page 2
134290,Spr 25 CoT Form A1,04/23/2025,12:57:44,Page 3 Loaded
134290,Spr 25 CoT Form A1,04/23/2025,13:00:43,Page next clicked on page 3
134290,Spr 25 CoT Form A1,04/23/2025,13:00:45,Page 4 Loaded
134290,Spr 25 CoT Form A1,04/23/2025,13:05:36,Page next clicked on page 4
134290,Spr 25 CoT Form A1,04/23/2025,13:05:39,Missing answers
134290,Spr 25 CoT Form A1,04/23/2025,13:07:04,Page next clicked on page 4
134290,Spr 25 CoT Form A1,04/23/2025,13:07:07,Missing answers
134290,Spr 25 CoT Form A1,04/23/2025,13:07:36,Page next clicked on page 4
134290,Spr 25 CoT Form A1,04/23/2025,13:07:40,Page 5 Loaded
134290,Spr 25 CoT Form A1,04/23/2025,13:07:42,Page next clicked on page 5
134290,Spr 25 CoT Form A1,04/23/2025,13:07:43,Page 6 Loaded
134290,Spr 25 CoT Form A1,04/23/2025,13:12:21,Page next clicked on page 6
134290,Spr 25 CoT Form A1,04/23/2025,13:12:24,Page 7 Loaded
134290,Spr 25 CoT Form A1,04/23/2025,13:24:52,Page next clicked on page 7
134290,Spr 25 CoT Form A1,04/23/2025,13:24:54,Page 8 Loaded
134290,Spr 25 CoT Form A1,04/23/2025,13:28:23,Pause activity Spring 2025 CoT HS Administration
134290,Spr 25 CoT Form A1,04/24/2025,12:44:07,Continue activity Spring 2025 CoT HS Administration
134290,Spr 25 CoT Form A1,04/24/2025,12:44:07,Page 8 Loaded
134290,Spr 25 CoT Form A1,04/24/2025,12:47:05,Page next clicked on page 8
134290,Spr 25 CoT Form A1,04/24/2025,12:47:06,Page 9 Loaded
134290,Spr 25 CoT Form A1,04/24/2025,12:52:25,Page next clicked on page 9
134290,Spr 25 CoT Form A1,04/24/2025,12:52:27,Page 10 Loaded
134290,Spr 25 CoT Form A1,04/24/2025,13:19:04,Page next clicked on page 10
134290,Spr 25 CoT Form A1,04/24/2025,13:19:06,Page 11 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,11:54:08,Continue activity Spring 2025 CoT HS Administration
134290,Spr 25 CoT Form A1,04/25/2025,11:54:09,Page 11 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,11:56:13,Page next clicked on page 11
134290,Spr 25 CoT Form A1,04/25/2025,11:56:14,Page 12 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,11:57:55,Page next clicked on page 12
134290,Spr 25 CoT Form A1,04/25/2025,11:57:56,Page 13 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,12:02:25,Page next clicked on page 13
134290,Spr 25 CoT Form A1,04/25/2025,12:02:26,Page 14 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,12:04:28,Page next clicked on page 14
134290,Spr 25 CoT Form A1,04/25/2025,12:04:30,Page 16 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,12:11:20,Page next clicked on page 16
134290,Spr 25 CoT Form A1,04/25/2025,12:11:22,Page 17 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,12:16:54,Page next clicked on page 17
134290,Spr 25 CoT Form A1,04/25/2025,12:16:55,Page 18 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,12:20:56,Page next clicked on page 18
134290,Spr 25 CoT Form A1,04/25/2025,12:20:58,Page 19 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,12:46:21,Page next clicked on page 19
134290,Spr 25 CoT Form A1,04/25/2025,12:46:24,Page 20 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,12:46:24,Wrong page
134290,Spr 25 CoT Form A1,04/25/2025,12:46:25,Page 21 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,12:46:29,Page 20 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,12:52:03,Page next clicked on page 20
134290,Spr 25 CoT Form A1,04/25/2025,12:52:04,Page 21 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,12:55:13,Page next clicked on page 21
134290,Spr 25 CoT Form A1,04/25/2025,12:55:14,Page 22 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,12:59:47,Page next clicked on page 22
134290,Spr 25 CoT Form A1,04/25/2025,12:59:47,Page 23 Loaded
134290,Spr 25 CoT Form A1,04/25/2025,13:00:08,Page next clicked on page 23
134290,Spr 25 CoT Form A1,04/25/2025,13:00:11,End activity Spring 2025 CoT HS Administration
131762,Spr 25 CoT Form A1,04/09/2025,16:14:57,Begin activity Spring 2025 CoT HS Administration
131762,Spr 25 CoT Form A1,04/09/2025,16:14:57,Page 1 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:14:59,Page next clicked on page 1
131762,Spr 25 CoT Form A1,04/09/2025,16:15:00,Page 2 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:15:01,Page next clicked on page 2
131762,Spr 25 CoT Form A1,04/09/2025,16:15:02,Missing answers
131762,Spr 25 CoT Form A1,04/09/2025,16:15:06,Page next clicked on page 2
131762,Spr 25 CoT Form A1,04/09/2025,16:15:07,Page 3 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:15:19,Page next clicked on page 3
131762,Spr 25 CoT Form A1,04/09/2025,16:15:21,Page 4 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:15:36,Page next clicked on page 4
131762,Spr 25 CoT Form A1,04/09/2025,16:15:40,Page 5 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:15:41,Page next clicked on page 5
131762,Spr 25 CoT Form A1,04/09/2025,16:15:42,Page 6 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:15:47,Page next clicked on page 6
131762,Spr 25 CoT Form A1,04/09/2025,16:15:49,Page 7 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:15:54,Page next clicked on page 7
131762,Spr 25 CoT Form A1,04/09/2025,16:15:57,Page 8 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:00,Page next clicked on page 8
131762,Spr 25 CoT Form A1,04/09/2025,16:16:01,Page 9 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:08,Page next clicked on page 9
131762,Spr 25 CoT Form A1,04/09/2025,16:16:10,Page 10 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:14,Page next clicked on page 10
131762,Spr 25 CoT Form A1,04/09/2025,16:16:15,Page 11 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:18,Page next clicked on page 11
131762,Spr 25 CoT Form A1,04/09/2025,16:16:19,Page 12 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:20,Page next clicked on page 12
131762,Spr 25 CoT Form A1,04/09/2025,16:16:21,Page 13 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:24,Page next clicked on page 13
131762,Spr 25 CoT Form A1,04/09/2025,16:16:26,Page 14 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:30,Page next clicked on page 14
131762,Spr 25 CoT Form A1,04/09/2025,16:16:32,Page 15 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:35,Page next clicked on page 15
131762,Spr 25 CoT Form A1,04/09/2025,16:16:36,Page 16 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:41,Page next clicked on page 16
131762,Spr 25 CoT Form A1,04/09/2025,16:16:42,Page 17 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:45,Page next clicked on page 17
131762,Spr 25 CoT Form A1,04/09/2025,16:16:46,Page 18 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:48,Page next clicked on page 18
131762,Spr 25 CoT Form A1,04/09/2025,16:16:48,Page 19 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:53,Page next clicked on page 19
131762,Spr 25 CoT Form A1,04/09/2025,16:16:57,Page 20 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:16:59,Page next clicked on page 20
131762,Spr 25 CoT Form A1,04/09/2025,16:17:00,Page 21 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:17:04,Page next clicked on page 21
131762,Spr 25 CoT Form A1,04/09/2025,16:17:05,Page 22 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:17:07,Page next clicked on page 22
131762,Spr 25 CoT Form A1,04/09/2025,16:17:08,Page 23 Loaded
131762,Spr 25 CoT Form A1,04/09/2025,16:17:12,Page next clicked on page 23
131762,Spr 25 CoT Form A1,04/09/2025,16:17:14,End activity Spring 2025 CoT HS Administration
131863,Spr 25 CoT Form A1,04/28/2025,9:48:19,Begin activity Spring 2025 CoT HS Administration
131863,Spr 25 CoT Form A1,04/28/2025,9:48:28,Page 1 Loaded
131863,Spr 25 CoT Form A1,04/28/2025,9:48:29,Page next clicked on page 1
131863,Spr 25 CoT Form A1,04/28/2025,9:48:30,Page 2 Loaded
131863,Spr 25 CoT Form A1,04/28/2025,9:48:42,Page next clicked on page 2
131863,Spr 25 CoT Form A1,04/28/2025,9:48:45,Page 3 Loaded
131863,Spr 25 CoT Form A1,04/28/2025,9:49:25,Page next clicked on page 3
131863,Spr 25 CoT Form A1,04/28/2025,9:49:30,Page 4 Loaded
131863,Spr 25 CoT Form A1,04/28/2025,9:53:33,Page next clicked on page 4
131863,Spr 25 CoT Form A1,04/28/2025,9:53:36,Missing answers
131863,Spr 25 CoT Form A1,04/28/2025,9:54:27,Page next clicked on page 4
131863,Spr 25 CoT Form A1,04/28/2025,9:54:31,Page 5 Loaded
131863,Spr 25 CoT Form A1,04/28/2025,9:54:57,Page 5 Loaded
131863,Spr 25 CoT Form A1,04/28/2025,9:55:03,Page next clicked on page 5
131863,Spr 25 CoT Form A1,04/28/2025,9:55:06,Page 6 Loaded
131863,Spr 25 CoT Form A1,04/28/2025,9:59:31,Page next clicked on page 6
131863,Spr 25 CoT Form A1,04/28/2025,9:59:34,Page 7 Loaded
131863,Spr 25 CoT Form A1,04/28/2025,10:02:27,Page next clicked on page 7
131863,Spr 25 CoT Form A1,04/28/2025,10:02:33,Page 8 Loaded
131863,Spr 25 CoT Form A1,04/28/2025,10:04:15,Page next clicked on page 8
131863,Spr 25 CoT Form A1,04/28/2025,10:04:30,Page 9 Loaded
131863,Spr 25 CoT Form A1,04/28/2025,10:09:04,Page next clicked on page 9
131863,Spr 25 CoT Form A1,04/28/2025,10:09:10,Page 10 Loaded
131863,Spr 25 CoT Form A1,05/20/2025,10:31:01,Continue activity Spring 2025 CoT HS Administration
131863,Spr 25 CoT Form A1,05/20/2025,10:31:01,Page 10 Loaded
131863,Spr 25 CoT Form A1,05/20/2025,10:37:50,Page next clicked on page 10
131863,Spr 25 CoT Form A1,05/20/2025,10:37:51,Page 11 Loaded
131863,Spr 25 CoT Form A1,05/20/2025,10:38:41,Page next clicked on page 11
131863,Spr 25 CoT Form A1,05/20/2025,10:38:41,Page 12 Loaded
131863,Spr 25 CoT Form A1,05/20/2025,10:39:04,Page next clicked on page 12
131863,Spr 25 CoT Form A1,05/20/2025,10:39:05,Page 13 Loaded
131863,Spr 25 CoT Form A1,05/20/2025,10:39:16,Page next clicked on page 13
131863,Spr 25 CoT Form A1,05/20/2025,10:39:17,Page 14 Loaded
